feedspotPage,feedspotFeedId,feedspotFolderId,name,rssUrl,websiteUrl,notes,tier,category,dinner_score,enabled,error
"https://www.feedspot.com/reader/fo/7957217/fe/5173090","5173090","7957217","Environmental Science & Engineering Magazine","https://esemag.com/feed/","//esemag.com","Environmental Science & Engineering Magazine covers Canada's water, wastewater & environmental protection sectors. It provides vital information for professionals that are engaged in the design, construction, and operation of municipal water and wastewater treatment systems, stormwater management, industrial/hazardous waste management, and air pollution.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5063314","5063314","7957217","Global Recycling","https://global-recycling.info/feed","//global-recycling.info","Global Recycling is a magazine for business opportunities & international markets that provides a circular economy, particularly in the recycling and recovery industry as well as in waste recycling. Check out our website for the latest updates.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5236541","5236541","7957217","RECYCLING Magazine","https://www.recycling-magazine.com/feed/","//recycling-magazine.com","RECYCLING magazine is a publication for the Recycling industry in the German speaking countries. The magazine focuses on the recovery of solid wastes. It covers all topics concerning this item: market developments, legislation, technical issues, new products and technologies, management knowledge. The magazine provides independent, deeply investigated information about all aspects of secondary raw materials and recycling management.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/4698446","4698446","7957217","Triumvirate Environmental » Waste Management","https://www.triumvirate.com/blog/rss.xml","//triumvirate.com","Triumvirate Environmental's blog offers expert advice and innovative solutions for handling EH&S across the Healthcare, Education, Life Sciences, and Industrial markets.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5236698","5236698","7957217","Tyre and Rubber Recycling","https://www.tyreandrubberrecycling.com/feed/","//tyreandrubberrecycling.com","Tyre and Rubber Recycling is Europe's leading specialist magazine for the tyre recycling industry. Read the news items from the tyre recycling industry from around the world taken from our latest issues.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5236565","5236565","7957217","Waste & Recycling Magazine","https://wasterecyclingmag.ca/feed/","//wasterecyclingmag.ca","Waste & Recycling magazine is serving Canada's collection, hauling, processing, and disposal industries. Stay tuned to get updates and information for the waste management and sustainability industries. Read the articles on managing metal, equipment, micro-plastic, plastic, paper, food, and other wastes.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5236683","5236683","7957217","Waste Advantage Magazine","https://wasteadvantagemag.com/feed/","//wasteadvantagemag.com","Waste Advantage Magazine is the only source to focus solely on providing news and information about the waste & recycling industry. It delivers a blanket coverage of the industry, focusing on a key audience that consists of municipal and private sector executives and operations managers in the areas of collection, transfer stations, recycling, landfills, waste conversion, and C&D activities throughout North America.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5063228","5063228","7957217","Waste Advantage Magazine » Circular Economy","https://wasteadvantagemag.com/circular-economy/feed/","//wasteadvantagemag.com","Waste Advantage Magazine is the only source to focus solely on providing news and information about the waste & recycling industry. Follow us to keep up with the recent updates.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/4606350","4606350","7957217","INCINER8 Int. -The Waste Management Blog","https://www.inciner8.com/blog/feed","//inciner8.com","Inciner8 are the leading provider in Thermal Treatment Solutions. We provide Medical, General Waste and Animal Incinerators across the globe.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957217/fe/5285099","5285099","7957217","RoadRunner Blog » Waste Industry","https://www.roadrunnerwm.com/blog/rss.xml","//roadrunnerwm.com","RoadRunner Recycling provides tech-powered solutions for commercial waste recycling which helps businesses lower recurring costs. Our mission is to create unprecedented value for our communities by providing technology through a powerful urban logistics engine to recycle more - as environmentally friendly as possible. Follow to learn about RoadRunner Recycling's unparalleled recycling solutions for commercial businesses.","","","10","true",""
