feedspotPage,feedspotFeedId,feedspotFolderId,name,rssUrl,websiteUrl,notes,tier,category,dinner_score,enabled,error
"https://www.feedspot.com/reader/fo/7957206/fe/5266940","5266940","7957206","Autodesk Construction Cloud Blog » Construction","https://www.autodesk.com/blogs/construction/feed/","//constructionblog.autodesk.com","Autodesk Construction Solutions is the team responsible for Autodesk Construction Cloud, which combines advanced technology, a unique builders network, and predictive insights to connect people and data across the entire building lifecycle. Ready to explore the future of construction? Digital Builder blog has must-read content & in-depth analysis of the industry's biggest trends.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/7339838","7339838","7957206","Builder Magazine","https://rss2.feedspot.com/https://www.builderonline.com/","//builderonline.com","Helping home builders manage their operations more efficiently and profitably by providing news, home plans, design ideas, and building product info.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/8904264","8904264","7957206","Building construction blog","https://www.building-constructionblog.com/feed","//building-constructionblog.com","Building-ConstructionBlog.com is a general construction blog that publishes articles on topics related to building, construction, home improvement, landscaping, and property maintenance. The content includes how-to guides, industry tips, contractor advice, and practical insights on things like installing systems, landscaping ideas, construction materials, and maintenance suggestions. It appears to be aimed at anyone interested in construction or property projects rather than being an official industry publication.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/5300697","5300697","7957206","Building Design & Construction Magazine","https://bdcmagazine.com/feed/","//bdcmagazine.com","Go-to resource for business professionals in construction industry, providing sound journalism and up-to-date news and reaction to the stories that are affecting the industry today. Also packed with current events, interviews with the trade's top professionals, and in-depth case studies on leading businesses, the magazine puts you in touch with the developments of construction industry.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4959281","4959281","7957206","building.co.uk","https://www.building.co.uk/2815.rss","//building.co.uk","Building is the UK's best-read, most-established magazine in the construction industry. Building provides an unrivalled combination of news, interviews, analysis and hard industry data and leads the way in journalism for the construction industry.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/5378613","5378613","7957206","Construction & Civil Engineering Magazine","https://ccemagazine.com/feed/","//ccemagazine.com","Construction & Civil Engineering offers case studies, project reports, and real-world management advice from the construction & civil engineering industry.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/8904266","8904266","7957206","Construction Building Blog","https://www.constructionbuilding.net/feed/","//constructionbuilding.net","ConstructionBuilding.net is a construction blog that publishes articles and reviews for contractors, builders, DIYers, and construction professionals. It covers a range of practical topics including contractor tips, equipment reviews, materials, remodeling, roofing, plumbing, and commercial construction insights.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/3847601","3847601","7957206","Construction Dive","https://www.constructiondive.com/feeds/news/","//constructiondive.com","Construction Dive provides news and analysis for construction industry executives. We cover commercial and residential construction, focusing on topics like technology, design, regulation, legal issues and more.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/1567","1567","7957206","Construction Enquirer News","https://www.constructionenquirer.com/feed/","//constructionenquirer.com","Follow to keep up with construction news, building news, construction jobs, contracts news and more from the Construction Enquirer.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/8905574","8905574","7957206","Construction Executive","https://constructionexec.com/feed/","//constructionexec.com","Construction Executive is a leading business-focused construction blog and magazine published by the Associated Builders and Contractors (ABC). It provides industry news, market developments, business insights, and expert articles designed to help commercial, industrial, and institutional contractors and construction business owners improve productivity, manage risk, adopt new technology, and stay informed about workforce trends, safety, legal issues, and project management.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4959279","4959279","7957206","Construction Management Magazine","https://constructionmanagermagazine.com/rss/articles/","//constructionmanagermagazine.com","With over 42,000 members, the CIOB is the international voice of the building professional, representing an unequalled body of knowledge concerning the management of the total building process. Latest articles related to Construction Manager Magazine published on behalf of the Chartered Institute of Building.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4510365","4510365","7957206","Construction News","https://www.constructionnews.co.uk/feed/","//constructionnews.co.uk","Construction News is a UK-based magazine. With an emphasis on market intelligence, forecasting, and trend analysis, this resource is great for companies looking to figure out how to stay ahead of the curve.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4387276","4387276","7957206","Engineering News-Record (ENR)","https://www.enr.com/rss/articles","//enr.com","ENR.com is the bible of the construction industry, providing news and features about projects, products and people in construction, architecture and engineering.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4959296","4959296","7957206","Equipment World","https://www.equipmentworld.com/feed","//equipmentworld.com","Equipment World serves up the latest news in construction, heavy equipment, pickups and everything else that helps you get the hard work done. Equipment World is the leading publication for construction contractors, construction equipment manufacturers and dealers, and providers of services and supplies to the heavy construction equipment industry.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/943919","943919","7957206","Equipment World","https://www.equipmentworld.com/feed/","//equipmentworld.com","Equipment World serves up the latest construction news, heavy equipment, pickups and everything else that helps you get the hard work done.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/5266931","5266931","7957206","For Construction Pros","https://www.forconstructionpros.com/__rss/website-scheduled-content.xml?input={&#34;sectionAlias&#34;:&#34;home&#34;}","//forconstructionpros.com","Articles, news, products, blogs and videos from For Construction Pros.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/7339892","7339892","7957206","Metal Construction News","https://www.metalconstructionnews.com/feed/","//metalconstructionnews.com","Metal Construction News is the original news magazine of the metal construction industry and is the premier source for news, products and strategies. Devoted to educating building systems contractors, general contractors, suppliers, manufacturers and more, each issue features project overviews, field techniques, and technical issues dealing with the metal construction industry.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4958799","4958799","7957206","On-Site Magazine","https://www.on-sitemag.com/feed/","//on-sitemag.com","On-Site Magazine is Canada's leading construction magazine website. On-Site cover infrastructure projects, asphalt and concrete applications, legal issues, and the latest equipment and software. Read the blog for recent news articles and reports in Canada and much more around the world.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/5053629","5053629","7957206","ScaffMag","https://scaffmag.com/feed/","//scaffmag.com","The very latest scaffolding & access industry news, innovation exclusives, discussion and the very best scaffolding jobs from ScaffMag.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4867836","4867836","7957206","The Construction Index","https://www.theconstructionindex.co.uk/feeds/news.xml","//theconstructionindex.co.uk","The Construction Index is the leading free online information source for the construction & building industry. The Construction Index also features the UK's largest construction search engine, providing details of products and services from over 87,000 UK construction companies along with the latest construction news, issues affecting the industry, market data and insights and more!","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/4402635","4402635","7957206","The Construction Index","http://www.theconstructionindex.co.uk/feeds/news.xml","//theconstructionindex.co.uk","The Construction Index is one of the leading online information sources for the UK construction industry. The website provides a wide range of content including - comprehensive coverage of the main news and issues affecting the construction industry; contract leads, tenders, and awards; in depth market forecasts; construction law analysis.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/7339887","7339887","7957206","The Construction Specifier","https://www.constructionspecifier.com/feed/","//constructionspecifier.com","A peer-reviewed U.S. magazine for design or construction professionals selecting building materials, The Construction Specifier is the official publication of CSI.","","","10","true",""
"https://www.feedspot.com/reader/fo/7957206/fe/5399428","5399428","7957206","World Construction Today","https://www.worldconstructiontoday.com/feed/","//worldconstructiontoday.com","World Construction Today is one of the best Online service providers to the Construction Community. It's a complete business to business portal.","","","10","true",""
